id,name,year,month,lat,lon,wind,dW24,is_ri,d26,dataset
AL052021,ELSA,2021,7,29.1,-83.6,55,-15,0,13.5,phy
AL072021,GRACE,2021,8,20.5,-89.5,45,40,1,,phy
AL072021,GRACE,2021,8,20.8,-91.1,55,50,1,21.6,phy
AL072021,GRACE,2021,8,20.7,-92.6,60,40,1,46.5,phy
AL072021,GRACE,2021,8,20.6,-93.8,75,-15,0,41.5,phy
AL092021,IDA,2021,8,22.6,-83.5,70,20,0,6.4,phy
AL092021,IDA,2021,8,23.5,-84.7,70,45,1,115.5,phy
AL092021,IDA,2021,8,24.4,-85.7,70,60,1,120.4,phy
AL092021,IDA,2021,8,25.6,-86.6,80,45,1,74.4,phy
AL092021,IDA,2021,8,26.7,-87.6,90,15,0,147.6,phy
AL092021,IDA,2021,8,27.6,-88.7,115,-50,0,133.6,phy
AL092021,IDA,2021,8,28.5,-89.6,130,-90,0,43.5,phy
AL092021,IDA,2021,8,29.1,-90.2,130,-95,0,7.9,phy
AL142021,NICHOLAS,2021,9,21.0,-95.2,35,15,0,60.3,phy
AL142021,NICHOLAS,2021,9,22.4,-95.6,35,20,0,50.3,phy
AL142021,NICHOLAS,2021,9,23.7,-96.1,40,25,0,46.1,phy
AL142021,NICHOLAS,2021,9,24.8,-96.5,50,15,0,41.8,phy
AL142021,NICHOLAS,2021,9,25.9,-96.7,50,0,0,47.4,phy
AL142021,NICHOLAS,2021,9,27.0,-96.6,55,-20,0,56.5,phy
AL142021,NICHOLAS,2021,9,28.0,-96.2,65,-35,0,34.4,phy
AL142021,NICHOLAS,2021,9,29.3,-91.6,20,-5,0,6.4,phy
AL092022,IAN,2022,9,22.6,-83.6,100,40,1,6.4,phy-thetao
AL092022,IAN,2022,9,23.5,-83.3,105,30,1,71.7,phy-thetao
AL092022,IAN,2022,9,24.4,-83.0,105,-5,0,51.9,phy-thetao
AL092022,IAN,2022,9,24.6,-82.9,110,-10,0,9.6,phy-thetao
AL092022,IAN,2022,9,25.2,-82.9,120,-55,0,47.4,phy-thetao
AL092022,IAN,2022,9,26.0,-82.7,140,-80,0,29.4,phy-thetao
AL092022,IAN,2022,9,26.6,-82.4,135,-70,0,15.8,phy-thetao
AL092022,IAN,2022,9,26.7,-82.2,130,-65,0,6.4,phy-thetao
AL092022,IAN,2022,9,26.8,-82.0,125,-60,0,6.4,phy-thetao
AL102023,IDALIA,2023,8,22.6,-85.0,65,40,1,135.7,phy-thetao
AL102023,IDALIA,2023,8,23.8,-84.8,70,30,1,110.2,phy-thetao
AL102023,IDALIA,2023,8,25.3,-84.8,80,-20,0,34.0,phy-thetao
AL102023,IDALIA,2023,8,26.9,-84.7,90,-40,0,44.0,phy-thetao
AL102023,IDALIA,2023,8,28.3,-84.5,105,-55,0,36.2,phy-thetao
AL102023,IDALIA,2023,8,29.1,-84.1,115,-65,0,25.2,phy-thetao
AL022024,BERYL,2024,7,20.9,-88.8,60,-10,0,,phy-thetao
AL022024,BERYL,2024,7,21.4,-89.8,50,0,0,15.8,phy-thetao
AL022024,BERYL,2024,7,21.9,-90.9,45,5,0,37.1,phy-thetao
AL022024,BERYL,2024,7,22.6,-91.8,50,5,0,48.4,phy-thetao
AL022024,BERYL,2024,7,23.6,-92.7,50,5,0,41.6,phy-thetao
AL022024,BERYL,2024,7,24.4,-93.6,50,10,0,50.3,phy-thetao
AL022024,BERYL,2024,7,24.9,-94.3,50,20,0,38.3,phy-thetao
AL022024,BERYL,2024,7,25.5,-94.9,55,15,0,34.7,phy-thetao
AL022024,BERYL,2024,7,26.3,-95.4,55,-5,0,39.4,phy-thetao
AL022024,BERYL,2024,7,27.1,-95.7,60,-30,0,43.7,phy-thetao
AL022024,BERYL,2024,7,28.2,-95.9,70,-45,0,34.4,phy-thetao
AL042024,DEBBY,2024,8,23.9,-83.2,35,35,1,102.7,phy-thetao
AL042024,DEBBY,2024,8,25.0,-83.8,40,30,1,38.2,phy-thetao
AL042024,DEBBY,2024,8,26.2,-84.3,50,15,0,48.6,phy-thetao
AL042024,DEBBY,2024,8,27.3,-84.3,60,-10,0,43.9,phy-thetao
AL042024,DEBBY,2024,8,28.3,-84.1,70,-25,0,34.4,phy-thetao
AL042024,DEBBY,2024,8,29.1,-83.9,70,-25,0,21.6,phy-thetao
AL062024,FRANCINE,2024,9,21.4,-94.5,45,5,0,44.0,phy-thetao
AL062024,FRANCINE,2024,9,22.0,-94.8,45,10,0,48.2,phy-thetao
AL062024,FRANCINE,2024,9,22.7,-95.1,45,10,0,56.6,phy-thetao
AL062024,FRANCINE,2024,9,23.2,-95.5,45,10,0,45.6,phy-thetao
AL062024,FRANCINE,2024,9,23.7,-95.9,50,5,0,39.2,phy-thetao
AL062024,FRANCINE,2024,9,23.9,-96.1,55,10,0,41.3,phy-thetao
AL062024,FRANCINE,2024,9,24.1,-96.2,55,25,0,43.0,phy-thetao
AL062024,FRANCINE,2024,9,24.5,-95.8,55,25,0,56.1,phy-thetao
AL062024,FRANCINE,2024,9,25.3,-95.3,55,30,1,73.0,phy-thetao
AL062024,FRANCINE,2024,9,26.0,-94.7,65,5,0,70.9,phy-thetao
AL062024,FRANCINE,2024,9,26.6,-94.1,80,-35,0,50.0,phy-thetao
AL062024,FRANCINE,2024,9,27.5,-93.2,80,-50,0,49.9,phy-thetao
AL062024,FRANCINE,2024,9,28.6,-92.1,85,-60,0,40.3,phy-thetao
AL092024,HELENE,2024,9,22.0,-86.5,70,35,1,67.8,phy-thetao
AL092024,HELENE,2024,9,22.8,-86.7,70,50,1,96.6,phy-thetao
AL092024,HELENE,2024,9,23.6,-86.5,75,5,0,122.4,phy-thetao
AL092024,HELENE,2024,9,24.7,-85.8,85,-40,0,156.7,phy-thetao
AL092024,HELENE,2024,9,26.6,-85.0,105,-65,0,65.7,phy-thetao
AL092024,HELENE,2024,9,28.7,-84.3,120,-80,0,34.4,phy-thetao
AL142024,MILTON,2024,10,21.0,-94.6,30,5,0,43.4,phy-thetao
AL142024,MILTON,2024,10,20.8,-95.2,30,5,0,33.7,phy-thetao
AL142024,MILTON,2024,10,21.4,-95.4,30,15,0,32.0,phy-thetao
AL142024,MILTON,2024,10,22.0,-95.5,30,25,0,40.2,phy-thetao
AL142024,MILTON,2024,10,22.5,-95.5,35,35,1,38.3,phy-thetao
AL142024,MILTON,2024,10,22.7,-95.5,35,40,1,40.9,phy-thetao
AL142024,MILTON,2024,10,22.6,-95.2,45,45,1,35.1,phy-thetao
AL142024,MILTON,2024,10,22.5,-94.8,55,65,1,36.9,phy-thetao
AL142024,MILTON,2024,10,22.5,-94.1,70,80,1,54.0,phy-thetao
AL142024,MILTON,2024,10,22.5,-93.4,75,70,1,49.6,phy-thetao
AL142024,MILTON,2024,10,22.1,-92.9,90,35,1,49.8,phy-thetao
AL142024,MILTON,2024,10,21.8,-92.2,120,5,0,67.9,phy-thetao
AL142024,MILTON,2024,10,21.7,-91.3,150,-10,0,40.3,phy-thetao
AL142024,MILTON,2024,10,21.8,-90.9,155,-15,0,47.4,phy-thetao
AL142024,MILTON,2024,10,21.8,-90.4,145,-5,0,34.4,phy-thetao
AL142024,MILTON,2024,10,21.9,-89.5,125,15,0,34.4,phy-thetao
AL142024,MILTON,2024,10,22.5,-88.8,125,10,0,21.6,phy-thetao
AL142024,MILTON,2024,10,22.5,-88.0,140,-25,0,40.3,phy-thetao
AL142024,MILTON,2024,10,22.8,-87.2,145,-40,0,45.5,phy-thetao
AL142024,MILTON,2024,10,23.0,-86.9,140,-35,0,72.4,phy-thetao
AL142024,MILTON,2024,10,23.3,-86.6,135,-35,0,117.8,phy-thetao
AL142024,MILTON,2024,10,23.8,-85.9,140,-70,0,100.2,phy-thetao
AL142024,MILTON,2024,10,24.3,-85.4,140,-70,0,60.8,phy-thetao
AL142024,MILTON,2024,10,25.0,-84.8,135,-70,0,47.7,phy-thetao
AL142024,MILTON,2024,10,26.3,-84.0,115,-55,0,47.8,phy-thetao
AL142024,MILTON,2024,10,27.3,-82.7,105,-45,0,7.9,phy-thetao
AL142024,MILTON,2024,10,27.4,-82.6,100,-40,0,7.9,phy-thetao
AL182024,RAFAEL,2024,11,23.1,-83.2,95,-5,0,109.5,phy-thetao
AL182024,RAFAEL,2024,11,23.8,-84.1,90,15,0,115.2,phy-thetao
AL182024,RAFAEL,2024,11,24.3,-84.9,90,5,0,88.0,phy-thetao
AL182024,RAFAEL,2024,11,24.6,-85.7,90,-10,0,60.0,phy-thetao
AL182024,RAFAEL,2024,11,24.6,-86.6,90,-25,0,77.8,phy-thetao
AL182024,RAFAEL,2024,11,24.4,-87.6,105,-50,0,91.1,phy-thetao
AL182024,RAFAEL,2024,11,24.4,-88.4,95,-45,0,92.3,phy-thetao
AL182024,RAFAEL,2024,11,24.6,-89.1,80,-35,0,70.6,phy-thetao
AL182024,RAFAEL,2024,11,24.7,-89.7,65,-25,0,74.7,phy-thetao
AL182024,RAFAEL,2024,11,24.8,-90.5,55,-20,0,77.8,phy-thetao
AL182024,RAFAEL,2024,11,25.0,-91.2,50,-15,0,95.5,phy-thetao
